Filename;Categoria_IA;Ruta_Final
cellImage_1301262939_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1301262939_0.jpg
cellImage_1322010956_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1322010956_0.jpg
cellImage_1359111919_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1359111919_0.jpg
cellImage_1379195480_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1379195480_0.jpg
cellImage_1379195480_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1379195480_1.jpg
cellImage_1417192597_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1417192597_0.jpg
cellImage_1417192597_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1417192597_1.jpg
cellImage_1417192597_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1417192597_2.jpg
cellImage_145099444_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_145099444_0.jpg
cellImage_1474260320_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1474260320_0.jpg
cellImage_1474260320_1.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\cellImage_1474260320_1.jpg
cellImage_150882914_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_150882914_1.jpg
cellImage_150882914_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_150882914_2.jpg
cellImage_150882914_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_150882914_3.jpg
cellImage_1526112082_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1526112082_0.jpg
cellImage_1526112082_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1526112082_1.jpg
cellImage_1535701711_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1535701711_0.jpg
cellImage_1535701711_1.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_1535701711_1.jpg
cellImage_1791410983_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1791410983_0.jpg
cellImage_1791410983_1.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_1791410983_1.jpg
cellImage_1808444965_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1808444965_0.jpg
cellImage_1808444965_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1808444965_1.jpg
cellImage_1808444965_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1808444965_2.jpg
cellImage_1808444965_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1808444965_3.jpg
cellImage_1808444965_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1808444965_4.jpg
cellImage_184813006_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_184813006_2.jpg
cellImage_187456048_0.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_187456048_0.jpg
cellImage_1943183220_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_1943183220_0.jpg
cellImage_1995821205_0.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_1995821205_0.jpg
cellImage_1995821205_1.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\cellImage_1995821205_1.jpg
cellImage_2021707535_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_2021707535_0.jpg
cellImage_2021707535_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_2021707535_1.jpg
cellImage_2021707535_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_2021707535_2.jpg
cellImage_2072896105_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_2072896105_0.jpg
cellImage_219575841_0.jpg;LUJOS_ACCESORIOS;C:\img\CLASIFICACION_FINAL_IA\LUJOS_ACCESORIOS\cellImage_219575841_0.jpg
cellImage_273717183_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_273717183_0.jpg
cellImage_335542461_0.jpg;LUJOS_ACCESORIOS;C:\img\CLASIFICACION_FINAL_IA\LUJOS_ACCESORIOS\cellImage_335542461_0.jpg
cellImage_345481714_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_345481714_0.jpg
cellImage_399033325_0.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\cellImage_399033325_0.jpg
cellImage_425909119_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_425909119_0.jpg
cellImage_425909119_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_425909119_1.jpg
cellImage_527123009_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_527123009_0.jpg
cellImage_527123009_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_527123009_1.jpg
cellImage_56123080_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_56123080_0.jpg
cellImage_576684502_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_576684502_0.jpg
cellImage_580219317_0.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_580219317_0.jpg
cellImage_609124439_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_609124439_0.jpg
cellImage_609124439_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_609124439_1.jpg
cellImage_62740735_0.jpg;EMBELLECIMIENTO;C:\img\CLASIFICACION_FINAL_IA\EMBELLECIMIENTO\cellImage_62740735_0.jpg
cellImage_733445249_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_733445249_0.jpg
cellImage_733445249_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_733445249_1.jpg
cellImage_815441219_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_815441219_0.jpg
cellImage_859475970_0.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_859475970_0.jpg
cellImage_859475970_1.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_859475970_1.jpg
cellImage_859475970_2.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_859475970_2.jpg
cellImage_859475970_3.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\cellImage_859475970_3.jpg
cellImage_987106665_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\cellImage_987106665_0.jpg
drawing1.png;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\drawing1.png
drawing26.png;EMBELLECIMIENTO;C:\img\CLASIFICACION_FINAL_IA\EMBELLECIMIENTO\drawing26.png
drawing27.png;EMBELLECIMIENTO;C:\img\CLASIFICACION_FINAL_IA\EMBELLECIMIENTO\drawing27.png
drawing3.png;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\drawing3.png
drawing30.png;EMBELLECIMIENTO;C:\img\CLASIFICACION_FINAL_IA\EMBELLECIMIENTO\drawing30.png
drawing33.png;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\drawing33.png
drawing4.png;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\drawing4.png
drawing5.png;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\drawing5.png
drawing6.png;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\drawing6.png
drawing7.png;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\drawing7.png
drawing8.png;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\drawing8.png
drawing9.png;LUJOS_ACCESORIOS;C:\img\CLASIFICACION_FINAL_IA\LUJOS_ACCESORIOS\drawing9.png
image_1020705132_0.jpg;HERRAMIENTAS;C:\img\CLASIFICACION_FINAL_IA\HERRAMIENTAS\image_1020705132_0.jpg
image_1020705132_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1020705132_1.jpg
image_1020705132_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1020705132_2.jpg
image_1020705132_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1020705132_3.jpg
image_1020705132_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1020705132_4.jpg
image_1028923314_0.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1028923314_0.jpg
image_1028923314_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1028923314_1.jpg
image_1028923314_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1028923314_2.jpg
image_1028923314_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1028923314_3.jpg
image_1028923314_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1028923314_4.jpg
image_1028923314_5.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1028923314_5.jpg
image_1028923314_6.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1028923314_6.jpg
image_1028923314_7.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1028923314_7.jpg
image_1033583428_0.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1033583428_0.jpg
image_1033583428_1.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1033583428_1.jpg
image_1033583428_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1033583428_2.jpg
image_1033583428_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1033583428_3.jpg
image_1033583428_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1033583428_4.jpg
image_1033583428_5.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1033583428_5.jpg
image_1033583428_6.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1033583428_6.jpg
image_1033583428_7.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1033583428_7.jpg
image_1033583428_8.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1033583428_8.jpg
image_1033583428_9.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1033583428_9.jpg
image_1039421477_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_0.jpg
image_1039421477_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_1.jpg
image_1039421477_10.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_10.jpg
image_1039421477_11.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_11.jpg
image_1039421477_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_2.jpg
image_1039421477_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_3.jpg
image_1039421477_4.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1039421477_4.jpg
image_1039421477_5.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_5.jpg
image_1039421477_6.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_6.jpg
image_1039421477_7.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_7.jpg
image_1039421477_8.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_8.jpg
image_1039421477_9.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1039421477_9.jpg
image_1053232952_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1053232952_0.jpg
image_1053232952_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1053232952_2.jpg
image_1053232952_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1053232952_3.jpg
image_1053232952_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1053232952_4.jpg
image_1055557080_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_0.jpg
image_1055557080_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_1.jpg
image_1055557080_10.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_10.jpg
image_1055557080_11.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_11.jpg
image_1055557080_12.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_12.jpg
image_1055557080_13.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_13.jpg
image_1055557080_14.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_14.jpg
image_1055557080_15.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_15.jpg
image_1055557080_16.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_16.jpg
image_1055557080_17.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_17.jpg
image_1055557080_18.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_18.jpg
image_1055557080_19.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_19.jpg
image_1055557080_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_2.jpg
image_1055557080_20.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_20.jpg
image_1055557080_21.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_21.jpg
image_1055557080_22.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_22.jpg
image_1055557080_23.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_23.jpg
image_1055557080_24.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_24.jpg
image_1055557080_25.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_25.jpg
image_1055557080_26.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_26.jpg
image_1055557080_27.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_27.jpg
image_1055557080_28.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_28.jpg
image_1055557080_29.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_29.jpg
image_1055557080_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_3.jpg
image_1055557080_30.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_30.jpg
image_1055557080_31.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_31.jpg
image_1055557080_32.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_32.jpg
image_1055557080_33.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_33.jpg
image_1055557080_34.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_34.jpg
image_1055557080_35.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_35.jpg
image_1055557080_36.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_36.jpg
image_1055557080_37.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_37.jpg
image_1055557080_4.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1055557080_4.jpg
image_1055557080_5.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_5.jpg
image_1055557080_6.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_6.jpg
image_1055557080_7.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_7.jpg
image_1055557080_8.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_8.jpg
image_1055557080_9.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055557080_9.jpg
image_1055787834_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055787834_0.jpg
image_1055787834_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055787834_1.jpg
image_1055787834_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055787834_2.jpg
image_1055787834_3.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1055787834_3.jpg
image_1055787834_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055787834_4.jpg
image_1055787834_5.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1055787834_5.jpg
image_1055787834_6.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1055787834_6.jpg
image_1063710711_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_0.jpg
image_1063710711_10.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_10.jpg
image_1063710711_11.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_11.jpg
image_1063710711_12.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_12.jpg
image_1063710711_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_2.jpg
image_1063710711_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_3.jpg
image_1063710711_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_4.jpg
image_1063710711_5.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_5.jpg
image_1063710711_6.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_6.jpg
image_1063710711_7.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_7.jpg
image_1063710711_8.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_8.jpg
image_1063710711_9.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1063710711_9.jpg
image_1075869079_0.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1075869079_0.jpg
image_1075869079_1.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1075869079_1.jpg
image_108178000_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_108178000_2.jpg
image_108178000_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_108178000_4.jpg
image_1099220737_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1099220737_0.jpg
image_1099220737_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1099220737_1.jpg
image_1099220737_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1099220737_2.jpg
image_1103353273_0.jpg;LUJOS_ACCESORIOS;C:\img\CLASIFICACION_FINAL_IA\LUJOS_ACCESORIOS\image_1103353273_0.jpg
image_1103353273_1.jpg;LUJOS_ACCESORIOS;C:\img\CLASIFICACION_FINAL_IA\LUJOS_ACCESORIOS\image_1103353273_1.jpg
image_1103353273_2.jpg;LUJOS_ACCESORIOS;C:\img\CLASIFICACION_FINAL_IA\LUJOS_ACCESORIOS\image_1103353273_2.jpg
image_1103353273_3.jpg;LUJOS_ACCESORIOS;C:\img\CLASIFICACION_FINAL_IA\LUJOS_ACCESORIOS\image_1103353273_3.jpg
image_110940541_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_110940541_0.jpg
image_110940541_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_110940541_1.jpg
image_110940541_2.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_110940541_2.jpg
image_110940541_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_110940541_3.jpg
image_110940541_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_110940541_4.jpg
image_1118750790_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_0.jpg
image_1118750790_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_1.jpg
image_1118750790_10.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_10.jpg
image_1118750790_11.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_11.jpg
image_1118750790_12.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_12.jpg
image_1118750790_13.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_13.jpg
image_1118750790_15.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_15.jpg
image_1118750790_16.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_16.jpg
image_1118750790_2.jpg;BASURA;C:\img\CLASIFICACION_FINAL_IA\BASURA\image_1118750790_2.jpg
image_1118750790_3.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_3.jpg
image_1118750790_4.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_4.jpg
image_1118750790_5.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_5.jpg
image_1118750790_6.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_6.jpg
image_1118750790_7.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_7.jpg
image_1118750790_8.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_8.jpg
image_1118750790_9.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1118750790_9.jpg
image_1121279119_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1121279119_0.jpg
image_1121279119_1.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1121279119_1.jpg
image_1142809088_0.jpg;REPUESTOS;C:\img\CLASIFICACION_FINAL_IA\REPUESTOS\image_1142809088_0.jpg
